22	9	0
45	15	-1
1	19	-1
55	36	0
23	21	1
15	9	1
19	36	1
15	23	1
23	36	1
15	19	1
28	1	-1
7	18	-1
19	15	1
35	6	-1
50	32	-1
44	36	1
5	24	1
22	48	-1
43	46	-1
59	13	-1
62	21	-1
45	23	-1
16	54	0
29	55	1
51	20	-1
18	1	0
17	34	0
19	35	1
6	15	1
28	7	1
48	32	-1
24	36	-1
50	22	0
44	5	1
13	46	1
43	59	1
54	21	-1
55	23	0
62	16	-1
34	20	-1
51	17	1
45	29	0
15	35	1
6	19	-1
1	7	1
18	28	1
36	5	1
24	44	0
32	22	1
48	50	-1
21	16	1
54	62	-1
46	59	1
13	43	0
23	29	1
55	45	-1
20	17	1
34	51	0
6	1	0
36	32	-1
16	13	-1
51	23	-1
32	1	-1
23	13	1
23	1	1
19	1	1
21	23	-1
21	19	0
44	19	0
20	21	-1
18	19	-1
50	44	0
46	21	-1
29	20	-1
6	1	0
36	32	-1
18	19	-1
50	44	0
16	13	-1
51	23	-1
46	21	-1
29	20	-1
23	13	1
32	1	-1
20	21	-1
44	19	0
23	1	1
21	19	0
19	1	1
21	23	-1
